KgTar,KgNic,KgCO,MnTar,MnNic,MnCO,FLTar,FLNic,FLCO
0.0,0.0,0.0,1.4540102565012973,1.5000000000000007,-1.0,-7.345308348350133,-1.9999999999999996,-7.121173127744517
2.154415278665705,2.000000000000001,0.0,0.0,0.0,0.0,0.4540102565012974,0.0,0.9457008235206377
2.154415278665705,2.000000000000001,0.0,1.4540102565012973,1.0,0.8945304820059307,0.8820625123530149,0.6666666666666664,0.332605926008839
0.0,0.0,0.0,-2.519798752996905,0.5,-4.990418710355789,-1.0,-0.6666666666666664,0.6472241421069977
0.0,0.0,0.0,0.5166790380218147,0.0,0.0,-1.0,-0.6666666666666664,0.6472241421069977
1.305710842356316,1.0,0.05715841383994835,0.0,0.0,0.0,-0.48332096197818525,0.0,-1.1297976384394823
0.0,0.0,0.0,-0.5549853910541176,0.0,-1.0,0.0,0.3333333333333336,0.332605926008839
1.0,1.0,-0.06062462181643502,0.5166790380218147,0.0,0.0,0.0,0.3333333333333336,-0.35277585789300225
0.0,-0.3333333333333338,0.0,0.5166790380218147,0.5,-1.0,0.0,0.3333333333333336,-0.35277585789300225
0.6812763382280482,0.3333333333333331,-0.1251631429540061,0.0,0.0,0.0,-3.519798752996905,-0.6666666666666664,-1.5610333751736374
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6666666666666664,0.6472241421069977
0.0,0.0,0.0,1.4540102565012973,2.0,-1.0,-1.0,-0.6666666666666664,0.332605926008839
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6666666666666664,0.6472241421069977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.2869652113183996,2.5000000000000004,0.4590408200040777,-12.536201418034558,-2.6666666666666665,-8.419649809158157
-4.842510455524904,2.3333333333333344,-0.1251631429540061,-2.519798752996905,-0.5000000000000006,-3.4424745961808596,0.0,0.3333333333333336,0.6472241421069977
1.305710842356316,1.6666666666666676,0.0,2.6710943166875194,3.0,0.4590408200040777,0.0,0.0,-0.35277585789300225
0.0,0.0,0.0,-11.536201418034558,-3.0000000000000013,-12.769898384723446,-1.0,-0.6666666666666664,0.6472241421069977
0.3483826141595243,0.3333333333333331,-0.1251631429540061,0.0,0.0,0.0,-0.48332096197818525,0.0,-0.35277585789300225
1.599429887611587,1.333333333333334,0.1112256351102241,0.5166790380218147,1.0,-1.547944114174929,0.0,-0.3333333333333332,0.332605926008839
1.0,0.666666666666667,-0.06062462181643502,0.5166790380218147,0.0,-1.0,0.4540102565012974,0.3333333333333336,-0.35277585789300225
0.0,0.0,0.0,1.0,0.0,2.0811355104490423,0.0,0.3333333333333336,-0.35277585789300225
0.6812763382280482,0.666666666666667,-0.1251631429540061,1.4540102565012973,2.0,-0.48528562302215206,-5.190893069684428,-1.3333333333333333,-4.38621283352558
0.0,0.0,0.0,-5.190893069684426,-1.0000000000000007,-6.884949192361724,0.8820625123530149,1.0,0.0
0.0,0.0,0.0,-3.3088305573314094,-0.5000000000000006,-4.990418710355789,0.0,0.3333333333333336,-0.7283267723447293
